vect_pca_0,vect_pca_1,vect_pca_2,vect_pca_3,vect_pca_4,vect_pca_5,vect_pca_6,vect_pca_7,vect_pca_8,vect_pca_9
-0.3372904174626133,0.5601064883554528,0.06636369504478191,-0.0752152225687238,0.01316725116048582,-0.02102874791507297,-0.006778500005292877,-0.21739150807808105,-0.1098673874042516,-0.07234320506730696
0.5736245942360207,-0.4653997122357563,0.09554434946197626,-0.2009462846440781,0.03178368363709116,-0.049548285749471496,0.29757121465071623,-0.24069518499059575,0.2225456213208291,0.05265781042117594
-0.3460661325689772,0.3205334174009355,0.3229502829509547,0.1675770081524445,0.1686044776196199,-0.07063064060842786,0.07518950848200742,0.004902418553142565,-0.04253687875742811,-0.2085946741109702
-0.7546241447400882,-0.0985816153359055,-0.2895820986047404,0.5685909427965465,-0.3661934980921028,-0.08653699569826143,-0.11933019546503357,-0.19496659806933112,0.09804708418405506,0.0912483092886798
0.02931298590077406,-0.8710398897667486,0.13902270088736843,-0.03239536244792662,-0.17564792903260687,-0.17656228758235396,-0.03225659598228443,0.03260911436785595,0.05165472577382581,-0.08369875276670223
1.3032002014879844,0.7872013472553785,0.19424789283913416,-0.13006375984881452,0.2224189970801424,-0.19046933300962773,-0.3120923562892002,-0.2802148436028898,0.45066599640680854,-0.07796376657512777
0.9782307619513639,0.43267581500462465,-0.09054867256569375,0.013305977988372901,0.012645947505061482,-0.0033482736729788486,0.12431375114066656,0.0030768279553883395,-0.061827222497927076,-0.04701129512427486
0.1607260524208371,-0.019069916880676264,-0.4760375116007265,0.0651291665968014,-0.24911386144907938,0.28081209968655596,-0.22325788626398077,-0.2094723041434228,0.1687951551797908,-0.009536801097832281
0.3059739335694183,0.09722250371741183,-0.3012452597103243,-0.06989701349792717,0.10416491541188552,-0.2291408619408768,-0.025213268890102416,0.0954219701631358,-0.24767349531106395,0.020438533827903293
0.24310065519699445,0.7757671601883032,0.4940688883021881,0.046788278000076886,-0.269840389935263,0.08057575332250895,0.0403823038950446,-0.06699514306482655,-0.23503723972047127,0.03250960512305625
-0.6665853049282021,-0.3206763864407974,0.10916966224534794,-0.17953389242338053,0.5062919139451029,0.09887544202343988,-0.30424149338029116,0.02669179119760071,0.6175989978479102,0.18003015228553113
-0.4156561469238232,0.27322271154492256,-0.21956042241943194,-0.3554775146753071,-0.33263358671703225,-0.0644538121177781,-0.10760465789593263,0.08487783147587415,-0.07228975221407125,-0.0035277499682414247
0.44624949509699663,-0.7084326666340851,0.14287036448567247,0.03649917430039845,0.03999745540998358,-0.05217387277522112,0.0928749142106359,0.32151762426260644,-0.0573511778362008,0.07568575684784709
0.5035572706550168,0.6761117011424371,-0.19239145584238365,-0.2045477525681968,-0.27366084890687087,-0.03770033918882218,0.12510308715478247,0.20598900927265273,-0.050405005776215955,0.003343124760570495
-0.6819453073634246,0.11409955735268276,0.5711062653210989,-0.11249836387981156,0.03813075115620325,0.002810561669211727,0.3199598221985569,0.07539546313168966,-0.06599820998338848,-0.18629515964574278
0.11092246368927483,-0.2932154676582333,-0.046004202233565966,0.2500875961619549,0.0526256222450926,-0.06606101383574246,-0.05026731625219458,0.08821172530838867,0.00163227747744793,-0.21076465671371344
0.6273654277188434,-0.15243743290377043,0.16706866205988616,0.023175396609666117,0.052714234356704914,0.40625468284074334,-0.019801411830104226,-0.16343026861551938,-0.06778705944766851,-0.04774653949760214
-0.697903475565775,0.4470636271334188,0.28065831020760995,0.403458055542716,0.05429416305176771,0.0025373566929526507,0.26017174271673815,-0.017709567798741686,0.007417277255980495,-0.0762576990365944
0.7207176605162939,-0.6993252736882173,0.12406615641275769,0.10174325427474185,-0.10515333512220505,0.037256328403465405,0.0036040439043625583,0.08463178647276105,-0.01879523721815147,-0.09839090797425801
0.19905345857309978,-1.0198325466543308,0.03896023506826799,0.15477924199182025,0.05537543557958944,-0.05596187404177245,0.012934836744734505,0.09720749432612906,-0.067774831055911,0.02570663738297364
1.1564815929365606,-0.524779050778349,-0.008930287371997504,0.3310377392681936,-0.04120741470374042,-0.03493096430881629,-0.043534310534758404,0.1339523008651193,-0.0784537872582595,0.04778706302179014
-0.7729657762753094,0.2169058473331462,0.7196213519161134,-0.26861619854357377,0.002677545424464582,0.17296141147939528,0.04697303151231821,-0.009990939044023995,-0.09402229974392817,-0.22249513960943676
0.2347365766975636,-0.24045950459792137,0.2688126731750175,-0.22588996513489784,0.09997865004166798,0.05043827672349298,0.2084818607825581,0.004178263289417705,-0.055597004428161616,0.018530835045720798
0.7436693877416781,0.3293705883958431,0.2915163246406997,-0.3081804327566938,0.4006224533767509,0.20670994285951122,-0.27092618399958746,-0.11977877838430541,0.1780545672523068,-0.1481347390770524
0.8830630668079057,-0.07390740397482073,-0.15576812488742092,-0.0668778440732321,0.11295326746231915,0.13907877312448075,-0.09467675372131822,0.06365807751314463,-0.21060537061502607,-0.04874790745754158
-0.11790919551563385,0.11929796074888444,-0.1786598866578013,0.3006780172368172,0.29440127060098653,-0.012254529226959177,0.2511971411083167,-0.2850448450643864,-0.003081886852708459,0.06382742620298731
-0.33720321899532457,-0.4350539593526118,-0.014297740022933539,0.20279530382380231,-0.14331750602532528,-0.11062792208812573,-0.09556147139790712,-0.02447082058795903,-0.24059008161027493,-0.003299304825805859
-0.5169617239638656,0.4515347300159134,-0.23358691335375317,-0.2098897896394605,-0.013615937159552385,0.07378647639987958,0.1665411263014816,0.2165814472306351,-0.01480959368066516,-0.05532667709045934
-0.45259288683484633,0.24478624940954583,-0.38309942821551896,-0.24578586796753138,-0.40391095001373317,0.010970866880161353,-0.0048568600874737515,0.08303796628743763,-0.16662822899428942,-0.03235388596262878
0.9207566857286016,-0.8906599202968178,-0.1121718733146227,-0.17404015898908623,0.043297830489373995,0.2253587847826381,0.11663707053554886,-0.09818386478678909,-0.13932203611676958,0.08708624526047265
-0.41739603479716697,-0.0979090598095147,0.19448365248062244,0.01787063340163016,-0.342641159789861,0.09936142551278271,0.012259823147972344,-0.05250482060097375,0.05790572757302778,-0.14419542712537692
-0.6104405123265358,0.2402567315576589,-0.06344255795011729,0.33543522444482765,-0.19325384682262492,0.0706220634946775,0.15994232785855428,-0.03481680746342572,0.002316627970046548,-0.20191373736665758
-0.532945496727662,0.3272525854838493,-0.325776395457025,-0.14614796224479248,-0.11611249702340655,-0.010102503146509597,-0.09431507719846001,0.034785776035578635,-0.002370629769269988,-0.07585247414664172
0.577353518293818,0.28677341844136633,-0.3621414484079367,-0.031125864143411477,-0.2029005342223695,0.055777576041851434,-0.19517803584902235,0.058723344007896985,-0.05915156291062703,-0.0595056227332279
-0.13390420594852803,0.6796947877538854,0.39667140715366866,0.3370069324069913,-0.09500028464423077,0.33325423647440916,-0.5918725786124565,-0.06367884225072067,0.47873151012838144,0.45547152165177546
0.001594061266279571,-0.7201122670099113,-0.043297899658231456,0.12630568503728656,-0.045417200457881626,-0.1604452730230876,-0.32090006057197595,-0.06792141011059942,-0.10888419291741258,-0.10714739700453434
-0.7255726763336003,0.8355356607693902,-0.10704422596185545,-0.17257320110810467,-0.24413393200122985,0.1910776512983265,0.2602272418340742,-0.18030969598968646,0.4231527378991772,0.14826823981072304
-0.894837473071701,0.3178376778880929,-0.015003144219193272,0.45514485894716933,0.026421053915088217,-0.021213838392043865,-0.003927843220686047,-0.041447251108528815,0.09448844887452534,0.05667417337533022
0.33278994851016697,0.11724663002770251,0.16205110144850138,0.060828419945565745,0.009835475988768364,0.18123337141360119,-0.20995595579005508,0.252486509071339,-0.16678194407239502,0.09841202074443303
0.8662134512212667,-0.6220994652709371,-0.12826459442322138,-0.043512517861436686,0.039623996040303,0.013026798608192202,0.2157881695976312,-0.012318053694158452,0.06416920585066287,0.03308574588383415
1.114232799037524,1.1815712307812043,0.3729763435745404,-0.24234637934924452,-0.010006984862118382,-0.055267458057450355,-0.19946262254316383,-0.07227836582632088,0.047395323364295854,0.0760485228087598
0.08360046402927167,0.484038999890127,-0.34427758660799357,-0.01315571946875141,-0.12514674250147917,0.2149241575618255,0.04641263365737147,0.049536758783965365,-0.13556152930320323,-0.09070288307319845
-0.8644411001058597,0.18209242216742144,-0.28623101331492623,0.021672269478480673,0.5253219314381862,0.11100282902307892,-0.10615765252955726,-0.034609303193180826,0.13990768556149233,-0.28263577967045234
-0.5169748421386554,0.026625603002864012,-0.08078813640105822,0.5112202739791546,0.06255830450307961,-0.02766233305456807,-0.2830946727926694,-0.08492756714759944,0.052490302600011925,-0.005176848864031779
0.46568903481294055,-0.5737183589313629,0.06867178177596123,0.2597889195956009,-0.008399927222224924,0.0628222517334542,-0.005767456951237176,-0.0049469679868808505,-0.18157840232424027,-0.05584462446018988
-0.7760794524827024,0.15875423476083073,-0.2090041991212339,0.4216161300626544,-0.04077418636443423,0.1734525512249852,-0.24322768558579483,0.08006131877754022,0.39722552187815807,-0.1958869442512673
0.23467132762061635,-0.8847458070246464,-0.05009429416722578,0.09238927303124438,-0.1564407585737319,-0.08104245059790752,-0.04601587476787345,0.09773609964566152,0.03876655991399083,-0.03877825718341612
-0.2542632850053068,0.2796992603835837,-0.15584044369901903,-0.31181439929782295,-0.06562285413014625,0.14795697054468354,0.02967154976163984,0.2335097375032754,0.07466186035575807,-0.05973460102547123
0.40039547650988017,0.11712925911897311,-0.554202873290058,-0.029110029993744523,-0.2447736878249242,-0.019534679818097613,-0.01866256566169638,0.13305760050007884,-0.2904900934496491,-0.03524589316606654
-0.6229064645396095,0.3198583717300169,-0.16476645439990853,-0.18905893029409013,-0.09463421548607788,0.153527357680817,0.1498217500930636,0.036651181217226096,0.08937983405780471,-0.1262491810627166
-0.6039282860835301,0.16906747637406777,-0.1922295800627848,-0.3122864213773527,-0.1836051304205958,0.024556968017613815,0.11914694061491216,0.24339869905053296,0.1309960433773803,0.04412095851165168
-0.4781985052439486,0.4660042567909314,-0.44677828411956866,-0.13191058857711196,-0.1641344767731352,0.12502104268890865,0.04563450714222646,0.2616308257543112,0.20602189355688263,-0.05664944305561258
-0.30279149429118646,0.4199209381954984,0.22113466937138385,0.2963174237602186,-0.04716006627857282,0.014654052858579495,0.12142477091956626,-0.0686667405451442,-0.09934741366340781,-0.10064745986436609
-0.6770682380407266,0.12224343844057799,-0.1421868614232983,-0.04612501900857021,-0.03470675429598578,0.08295668962715834,0.03334486735774855,-0.18326980762834627,0.023943659150349246,-0.1507115038533955
0.42688694040252434,0.4360140871913074,0.05372368450601275,0.036282154015856945,0.21193646573392716,0.09982687399216492,-0.2060289749110863,-0.1970170135140771,0.19729951488604555,0.005112125692765443
0.17060493756962508,0.13036424012174777,-0.05075882869653381,-0.15910274729587717,0.29913851378549716,-0.0680817809658514,0.02589697808748506,-0.3295321205977733,0.012583607064927262,0.10448729621220375
0.15820240425839474,-0.7769292435228857,0.1600061787324413,0.03609449087390734,-0.013681397904981657,-0.103810842384214,-0.14413640452689994,0.06874060015488967,0.03236507122949078,-0.10558384421084388
